5	0.031937
9	0.00618527
13	0.00163436
17	0.000570662
21	0.000221206
25	9.28446e-05
29	4.23148e-05
33	2.04345e-05
37	1.02217e-05
41	5.32956e-06
45	2.8541e-06
49	1.59505e-06
53	8.98202e-07
57	5.27108e-07
61	3.10891e-07
65	1.85126e-07
69	1.12832e-07
73	6.99276e-08
77	4.39132e-08
81	2.8147e-08
85	1.81743e-08
89	1.18028e-08
93	7.697e-09
97	5.07034e-09
101	3.41286e-09
105	2.26994e-09
109	1.55424e-09
113	1.05616e-09
117	7.14524e-10
121	5.04356e-10
125	3.42255e-10
129	2.45367e-10
133	1.70213e-10
137	1.21905e-10
141	8.56322e-11
145	6.15938e-11
149	4.40326e-11
153	3.15666e-11
157	2.30535e-11
161	1.65949e-11
