5	0.0879093
9	0.0368831
13	0.0233073
17	0.017317
21	0.0139679
25	0.0118244
29	0.0103087
33	0.00917104
37	0.00828002
41	0.00758117
45	0.0070062
49	0.00652152
53	0.0061065
57	0.00574648
61	0.00543072
65	0.00515118
69	0.00490168
73	0.00467742
77	0.00447458
81	0.00429008
85	0.00412144
89	0.0039666
93	0.00382386
97	0.00369178
101	0.00356915
105	0.00345495
109	0.00334831
113	0.00324844
117	0.00315969
121	0.0030773
125	0.00299972
129	0.00292657
133	0.00285725
137	0.00279187
141	0.0027295
145	0.00267082
149	0.00261492
153	0.00256105
157	0.00251122
161	0.00246319
