5	0.0641496
9	0.0108023
13	0.00288386
17	0.000974215
21	0.000369249
25	0.000152438
29	6.71664e-05
33	3.12488e-05
37	1.5176e-05
41	7.66318e-06
45	3.98729e-06
49	2.13469e-06
53	1.17149e-06
57	6.56712e-07
61	3.75353e-07
65	2.18669e-07
69	1.2937e-07
73	7.75464e-08
77	4.72097e-08
81	2.90775e-08
85	1.81103e-08
89	1.14121e-08
93	7.25888e-09
97	4.66023e-09
101	3.02248e-09
105	1.97001e-09
109	1.30024e-09
113	8.62588e-10
117	5.74843e-10
121	3.87671e-10
125	2.62499e-10
129	1.78428e-10
133	1.22302e-10
137	8.43692e-11
141	5.84036e-11
145	4.05635e-11
149	2.83852e-11
153	1.99806e-11
157	1.41049e-11
161	9.98795e-12
