5	0.0434976
9	0.0144123
13	0.00364978
17	0.00085477
21	0.000202484
25	4.74136e-05
29	1.08434e-05
33	2.54422e-06
37	5.88932e-07
41	1.3642e-07
45	3.18118e-08
49	7.39904e-09
53	1.71381e-09
57	3.91893e-10
61	9.03236e-11
65	2.08799e-11
69	4.9083e-12
73	1.39111e-12
77	4.05342e-13
81	1.1402e-13
85	3.14193e-14
89	9.21485e-15
93	2.66454e-15
97	1.33227e-15
101	8.88178e-16
105	9.99201e-16
109	1.22125e-15
113	9.99201e-16
117	9.99201e-16
121	1.22125e-15
125	9.99201e-16
129	8.88178e-16
133	9.99201e-16
137	8.88178e-16
141	1.05471e-15
145	1.22125e-15
149	1.22125e-15
153	1.11022e-15
157	9.99201e-16
161	8.88178e-16
