5	0.237835
9	0.0372854
13	0.00702234
17	0.00146922
21	0.000313868
25	6.59743e-05
29	1.38942e-05
33	2.97748e-06
37	6.40108e-07
41	1.37902e-07
45	2.98912e-08
49	6.55886e-09
53	1.44587e-09
57	3.20111e-10
61	7.11176e-11
65	1.59965e-11
69	3.59557e-12
73	8.18234e-13
77	1.87628e-13
81	4.34097e-14
85	1.02141e-14
89	3.44169e-15
93	2.22045e-15
97	1.33227e-15
101	1.77636e-15
105	1.55431e-15
109	1.77636e-15
113	1.55431e-15
117	1.55431e-15
121	1.66533e-15
125	1.77636e-15
129	1.9984e-15
133	1.33227e-15
137	1.33227e-15
141	1.77636e-15
145	2.22045e-15
149	1.16573e-15
153	1.77636e-15
157	1.77636e-15
161	1.55431e-15
