5	1.29203
9	0.0977804
13	0.0153878
17	0.00269225
21	0.000563906
25	0.000172332
29	4.95181e-05
33	1.32221e-05
37	3.43645e-06
41	8.74308e-07
45	2.18079e-07
49	5.26762e-08
53	1.22031e-08
57	2.82884e-09
61	9.5046e-10
65	3.16673e-10
69	1.00471e-10
73	3.09037e-11
77	9.26392e-12
81	2.7105e-12
85	7.75824e-13
89	2.18936e-13
93	6.12843e-14
97	2.04281e-14
101	7.99361e-15
105	4.44089e-15
109	6.21725e-15
113	6.21725e-15
117	6.21725e-15
121	5.77316e-15
125	5.32907e-15
129	6.66134e-15
133	7.99361e-15
137	6.21725e-15
141	7.10543e-15
145	6.21725e-15
149	4.44089e-15
153	6.21725e-15
157	7.99361e-15
161	5.32907e-15
