5	0.0577793
9	0.0149855
13	0.00421949
17	0.00114202
21	0.000301017
25	8.28066e-05
29	2.35146e-05
33	6.67532e-06
37	1.94312e-06
41	5.6127e-07
45	1.65789e-07
49	4.94447e-08
53	1.47731e-08
57	4.41307e-09
61	1.3386e-09
65	3.97743e-10
69	1.23074e-10
73	3.69103e-11
77	1.16192e-11
81	3.56004e-12
85	1.09046e-12
89	3.41949e-13
93	1.05027e-13
97	3.41949e-14
101	1.08802e-14
105	4.66294e-15
109	1.55431e-15
113	1.77636e-15
117	1.77636e-15
121	1.9984e-15
125	1.55431e-15
129	1.55431e-15
133	1.33227e-15
137	1.9984e-15
141	1.33227e-15
145	1.55431e-15
149	1.9984e-15
153	1.33227e-15
157	1.77636e-15
161	1.33227e-15
