5	0.300623
9	0.0370921
13	0.00843708
17	0.00240176
21	0.000868711
25	0.000343742
29	0.000143517
33	6.16493e-05
37	2.84646e-05
41	1.32895e-05
45	6.86113e-06
49	4.06159e-06
53	2.43459e-06
57	1.47306e-06
61	9.10287e-07
65	5.64713e-07
69	3.54916e-07
73	2.26316e-07
77	1.45651e-07
81	9.43624e-08
85	6.15682e-08
89	4.04535e-08
93	2.67554e-08
97	1.77997e-08
101	1.19004e-08
105	8.07419e-09
109	5.48157e-09
113	3.75633e-09
117	2.57778e-09
121	1.7771e-09
125	1.23276e-09
129	8.57212e-10
133	6.01934e-10
137	4.2409e-10
141	2.9976e-10
145	2.12548e-10
149	1.51169e-10
153	1.07834e-10
157	7.71834e-11
161	5.57441e-11
