5	0.0352106
9	0.00683242
13	0.00223855
17	0.000859886
21	0.000365421
25	0.000166255
29	7.99226e-05
33	4.09773e-05
37	2.18371e-05
41	1.19457e-05
45	6.70103e-06
49	3.84011e-06
53	2.23646e-06
57	1.33932e-06
61	8.23455e-07
65	5.0919e-07
69	3.17633e-07
73	2.00358e-07
77	1.2917e-07
81	8.39283e-08
85	5.51693e-08
89	3.6506e-08
93	2.42358e-08
97	1.61703e-08
101	1.11161e-08
105	7.64326e-09
109	5.24195e-09
113	3.58076e-09
117	2.52145e-09
121	1.77358e-09
125	1.23707e-09
129	8.846e-10
133	6.2794e-10
137	4.48432e-10
141	3.23421e-10
145	2.31501e-10
149	1.69861e-10
153	1.21941e-10
157	9.04208e-11
161	6.50284e-11
