5	0.159065
9	0.0250105
13	0.00439203
17	0.000791763
21	0.000142986
25	2.61215e-05
29	5.03881e-06
33	9.88585e-07
37	2.03224e-07
41	5.9401e-08
45	2.82737e-08
49	1.22936e-08
53	5.04915e-09
57	2.05953e-09
61	7.88766e-10
65	3.81259e-10
69	1.82365e-10
73	1.03892e-10
77	5.39644e-11
81	2.58653e-11
85	1.53917e-11
89	9.71689e-12
93	5.695e-12
97	3.15059e-12
101	1.65223e-12
105	8.16458e-13
109	3.81029e-13
113	1.61871e-13
117	5.973e-14
121	3.59712e-14
125	1.64313e-14
129	9.10383e-15
133	7.99361e-15
137	5.10703e-15
141	3.55271e-15
145	4.21885e-15
149	2.55351e-15
153	6.66134e-15
157	3.55271e-15
161	4.21885e-15
