5	0.0227609
9	0.00577972
13	0.00182063
17	0.000667752
21	0.000271819
25	0.000119616
29	5.57677e-05
33	2.72959e-05
37	1.38785e-05
41	7.29784e-06
45	3.94478e-06
49	2.18768e-06
53	1.24286e-06
57	7.21678e-07
61	4.26143e-07
65	2.55503e-07
69	1.55344e-07
73	9.56678e-08
77	5.96181e-08
81	3.75627e-08
85	2.39096e-08
89	1.53648e-08
93	9.96233e-09
97	6.51383e-09
101	4.2928e-09
105	2.85023e-09
109	1.90635e-09
113	1.29022e-09
117	8.76926e-10
121	5.97927e-10
125	4.12172e-10
129	2.84876e-10
133	1.97395e-10
137	1.38047e-10
141	9.69247e-11
145	6.82143e-11
149	4.81355e-11
153	3.42974e-11
157	2.44923e-11
161	1.75664e-11
