5	0.0251278
9	0.00295065
13	0.000750328
17	0.000225209
21	7.32529e-05
25	2.55639e-05
29	9.91048e-06
33	3.88133e-06
37	1.70365e-06
41	1.00734e-06
45	5.9967e-07
49	3.53646e-07
53	2.07884e-07
57	1.25258e-07
61	7.45934e-08
65	4.54858e-08
69	2.73538e-08
73	1.62562e-08
77	9.89345e-09
81	5.90737e-09
85	3.60118e-09
89	2.1741e-09
93	1.32929e-09
97	8.20433e-10
101	5.02553e-10
105	3.33134e-10
109	2.73544e-10
113	2.21007e-10
117	1.74277e-10
121	1.36004e-10
125	1.05359e-10
129	8.03625e-11
133	6.14568e-11
137	4.6193e-11
141	3.47769e-11
145	2.61173e-11
149	1.95063e-11
153	1.44286e-11
157	1.07216e-11
161	7.93504e-12
