5	0.0693144
9	0.0129746
13	0.00242177
17	0.000500972
21	0.000114586
25	2.77846e-05
29	7.14647e-06
33	1.85253e-06
37	4.89173e-07
41	1.30978e-07
45	3.70874e-08
49	1.03066e-08
53	2.88531e-09
57	8.42356e-10
61	2.4113e-10
65	7.16209e-11
69	2.05505e-11
73	6.02607e-12
77	1.85407e-12
81	5.73763e-13
85	1.74527e-13
89	4.90719e-14
93	1.64313e-14
97	6.21725e-15
101	3.10862e-15
105	1.9984e-15
109	2.44249e-15
113	2.66454e-15
117	2.44249e-15
121	1.9984e-15
125	2.22045e-15
129	2.44249e-15
133	1.88738e-15
137	1.9984e-15
141	2.10942e-15
145	2.44249e-15
149	1.77636e-15
153	2.66454e-15
157	1.9984e-15
161	2.44249e-15
