5	0.0424904
9	0.00979969
13	0.00291981
17	0.00101142
21	0.000389229
25	0.000162508
29	7.23482e-05
33	3.39244e-05
37	1.66048e-05
41	8.42641e-06
45	4.41468e-06
49	2.37591e-06
53	1.30931e-06
57	7.36905e-07
61	4.2269e-07
65	2.46663e-07
69	1.4622e-07
73	8.7937e-08
77	5.35927e-08
81	3.30658e-08
85	2.06352e-08
89	1.30154e-08
93	8.29118e-09
97	5.33106e-09
101	3.45784e-09
105	2.26131e-09
109	1.49039e-09
113	9.8952e-10
117	6.61558e-10
121	4.45243e-10
125	3.01547e-10
129	2.0545e-10
133	1.40777e-10
137	9.69965e-11
141	6.71845e-11
145	4.67721e-11
149	3.27137e-11
153	2.29841e-11
157	1.62704e-11
161	1.15277e-11
